,word,nan,Mid-Senior level,Entry level,Associate,Director,Executive,Total,Business,Technical,Supportive,Skills,Skills I have
2833,specialists,,2,4,1,,,7,,,,,
6013,specialized,,,1,,,,1,,,,,
6014,specialties,,,1,,,,1,,,,,
497,specific,2,2,18,4,,,26,,,,,
2834,specifically,,2,2,,,,4,,,,,
6015,specification,,,2,,,,2,,,,,
6880,specifics,,,,1,,,1,,,,,
6016,specified,,,1,,,,1,,,,,
6017,specs,,,2,,,,2,,,,,
6018,spectrum,,,1,1,,,2,,,,,
6019,speculative,,,1,,,,1,,,,,
6020,speed,,,4,2,,,6,,,,,
6021,spend,,,6,,,,6,,,,,
6022,spending,,,3,,,,3,,,,,
2835,spent,,1,1,,,,2,,,,,
6023,spices,,,1,,,,1,,,,,
6024,spike,,,1,,,,1,,,,,
6025,spill,,,1,,,,1,,,,,
6026,spinning,,,1,,,,1,,,,,
6027,spirit,,,1,2,,,3,,,,,
6028,split,,,1,,,,1,,,,,
6029,splus,,,1,,,,1,,,,,
6030,spoilt,,,1,,,,1,,,,,
6031,spoken,,,4,,,,4,,,,,
6032,sponsor,,,1,,,,1,,,,,
2836,sponsorship,,2,1,1,,,4,,,,,
6033,sports,,,7,,,,7,,,,,
6034,spot,,,2,1,,,3,,,,,
2837,spotfire,,1,,,,,1,,,,,
2838,spotify,,1,,,,,1,,,,,
2839,spots,,1,,,,,1,,,,,
6035,sprawling,,,1,,,,1,,,,,
2840,spread,,2,3,,,,5,,,,,
6036,spreads,,,2,,,,2,,,,,
6881,spreadsheet,,,,1,,,1,,,,,
6037,spreadsheets,,,2,,,,2,,,,,
6038,sprint,,,3,,,,3,,,,,
2841,spss,,2,1,3,,,6,,1,,1,
498,sql,2,27,77,18,,,124,,1,,1,1
6039,sqlnosql,,,2,,,,2,,1,,1,
6040,sqlpythonr,,,1,,,,1,,1,,1,1
2842,sqlr,,1,,,,,1,,1,,1,1
6041,sqlspark,,,1,,,,1,,1,,1,
6042,sqltableaualteryx,,,1,,,,1,,1,,1,
6882,sqltidyverseggplot,,,,1,,,1,,1,,1,1
2843,squad,,1,,,,,1,,,,,
6043,square,,,1,2,,,3,,,,,
2844,srg,,1,,,,,1,,,,,
6044,sse,,,6,,,,6,,,,,
6045,ssrs,,,1,,,,1,,,,,
6046,st,,,2,1,,,3,,,,,
6047,stability,,,3,2,,,5,,,,,
2845,stack,,1,6,,,,7,,,,,
6048,stackor,,,1,,,,1,,,,,
6883,stacks,,,,1,,,1,,,,,
2846,staff,,3,15,6,,,24,,,,,
6049,staffing,,,1,,,,1,,,,,
6884,stafford,,,,1,,,1,,,,,
2847,stage,,2,8,1,,,11,,,,,
2848,stages,,1,,1,,,2,,,,,
6050,stagnant,,,1,,,,1,,,,,
2849,stake,,1,,,,,1,,,,,
2850,stakeholder,,2,4,,,,6,,,,,
499,stakeholders,3,24,42,8,,,77,,,,,
6885,stamford,,,,1,,,1,,,,,
2851,stand,,1,4,,,,5,,,,,
2852,standard,,6,17,,,,23,,,,,
2853,standardise,,1,,,,,1,,,,,
6886,standardizing,,,,1,,,1,,,,,
500,standards,1,5,14,3,,,23,,,,,
6051,standout,,,1,,,,1,,,,,
6052,standups,,,1,,,,1,,,,,
2854,stanford,,2,,,,,2,,,,,
2855,star,,2,,,,,2,,,,,
2856,start,,3,15,6,,,24,,,,,
6053,started,,,4,,,,4,,,,,
6054,starter,,,1,,,,1,,,,,
6055,starting,,,7,3,,,10,,,,,
6056,starts,,,1,,,,1,,,,,
2857,startup,,4,19,2,,,25,,,,,
2858,startups,,1,8,,,,9,,,,,
6057,startupsrace,,,1,,,,1,,,,,
6058,stata,,,4,,,,4,,,,,
2859,state,,2,5,,,,7,,,,,
6059,statement,,,4,,,,4,,,,,
2860,statements,,1,,1,,,2,,,,,
2861,stateofthe,,1,,,,,1,,,,,
2862,stateoftheart,,4,6,,,,10,,,,,
6060,states,,,4,,,,4,,,,,
6887,statically,,,,2,,,2,,,,,
6061,station,,,1,,,,1,,,,,
6062,stations,,,1,,,,1,,,,,
2863,statistical,,33,77,21,,,131,,1,,1,1
501,statistically,1,,,,,,1,,1,,,
6063,statisticalmachinelearning,,,1,,,,1,,1,,1,1
6064,statisticalmathematical,,,2,1,,,3,,1,,,
6065,statistician,,,1,,,,1,,1,,,
2864,statisticians,,1,1,,,,2,,1,,,
502,statistics,6,20,42,9,,,77,,1,,1,1
6066,stats,,,2,,,,2,,1,,1,1
2865,statsmodeling,,1,,,,,1,,1,,1,1
6067,statsmodels,,,1,,,,1,,1,,1,1
2866,status,,4,25,,,,29,,,,,
2867,stay,,2,11,1,,,14,,,,,
6068,staying,,,1,,,,1,,,,,
6069,steady,,,1,,,,1,,,,,
2868,steer,,2,,,,,2,,,,,
6070,steering,,,1,,,,1,,,,,
2869,stem,,2,4,1,,,7,,,,,
2870,step,,3,6,,,,9,,,,,
6071,stepby,,,1,,,,1,,,,,
2871,steps,,1,3,1,,,5,,,,,
6072,sthree,,,2,,,,2,,,,,
2872,still,,5,6,,,,11,,,,,
6073,stimulated,,,1,,,,1,,,,,
6074,stimulating,,,1,,,,1,,,,,
2873,stochastic,,3,,,,,3,,,,,
503,stock,1,2,2,1,,,6,,,,,
2874,stocked,,1,2,1,,,4,,,,,
2875,stockholm,,2,,,,,2,,,,,
6075,stockport,,,3,,,,3,,,,,
6076,stone,,,1,,,,1,,,,,
6077,stones,,,1,,,,1,,,,,
2876,storage,,2,7,3,,,12,,,,,
6078,stored,,,2,,,,2,,,,,
2877,stores,,2,,1,,,3,,,,,
2878,stories,,2,3,,,,5,,,,,
2879,storms,,1,,,,,1,,,,,
6079,story,,,5,,,,5,,,,,
6080,storyteller,,,1,,,,1,,,,,
2880,storytelling,,1,2,,,,3,,,,,
2881,straight,,1,1,,,,2,,,,,
2882,strategic,,13,20,7,1,,41,1,,1,,
504,strategies,2,3,14,2,,,21,1,,1,,
6081,strategists,,,1,,,,1,1,,1,,
2883,strategy,,5,23,4,,1,33,1,,1,,
6082,strategyuxcreative,,,1,,,,1,1,,,,
6083,stratification,,,2,,,,2,,,,,
6084,stream,,,1,,,,1,,,,,
2884,streaming,,2,,2,,,4,,,,,
6085,streamline,,,2,,,,2,,,1,,
2885,street,,1,6,,,,7,,,,,
2886,strength,,1,2,,,,3,,,,,
2887,strengthen,,1,1,,,,2,,,,,
2888,strengths,,1,3,1,,,5,,,,,
6086,stretch,,,1,,,,1,,,,,
2889,strict,,1,2,,,,3,,,,,
2890,strike,,1,1,,,,2,,,,,
2891,strings,,1,,,,,1,,,,,
6087,stripe,,,1,,,,1,,,,,
2892,strive,,1,1,,,,2,,,,,
2893,striving,,1,,,,,1,,,,,
505,strong,4,41,97,32,3,,177,,,,,
6088,stronger,,,3,,,,3,,,,,
6089,strongest,,,1,,,,1,,,,,
2894,strongly,,3,2,,,,5,,,,,
6888,structural,,,,1,,,1,,,,,
2895,structure,,4,7,1,,,12,,,,,
2896,structured,,5,13,9,,,27,,,,,
506,structures,1,3,3,2,,,9,,,,,
6090,structuring,,,2,3,,,5,,,,,
6091,stuart,,,1,,,,1,,,,,
6092,stuck,,,2,,,,2,,,,,
6093,student,,,1,,,,1,,,,,
6889,students,,,,3,,,3,,,,,
2897,studies,,2,7,,,,9,,,,,
2898,studio,,1,18,4,,,23,,,,,
2899,studios,,1,1,,,,2,,,,,
2900,study,,3,6,,,,9,,,,,
2901,stuff,,1,1,,,,2,,,,,
2902,stuyvesant,,1,,,,,1,,,,,
6094,style,,,1,1,,,2,,,,,
507,subject,1,3,23,5,,,32,,,,,
6890,subjectmatter,,,,1,,,1,,,,,
2903,subjects,,2,4,1,,,7,,,,,
2904,submit,,2,10,,,,12,,,,,
6095,submitted,,,1,,,,1,,,,,
6963,submitting,,,,,1,,1,,,,,
6891,subscribe,,,,1,,,1,,,,,
6096,subscriber,,,1,,,,1,,,,,
6097,subscribers,,,4,,,,4,,,,,
2905,subscription,,1,6,,,,7,,,,,
2906,subscriptionbased,,3,1,,,,4,,,,,
6098,subsequent,,,1,,,,1,,,,,
6099,subsidiaries,,,1,,,,1,,,,,
2907,subsidised,,1,4,,,,5,,,,,
2908,substantial,,2,2,,,,4,,,,,
6100,substantially,,,1,,,,1,,,,,
508,subtle,1,,1,,,,2,,,,,
6101,succeed,,,6,2,,,8,,,,,
6102,succesful,,,1,,,,1,,,,,
2909,success,,5,33,5,,,43,,,,,
6103,successes,,,3,,,,3,,,,,
6892,successexperience,,,,1,,,1,,,,,
509,successful,1,14,36,7,,1,59,,,,,
2910,successfully,,1,2,,,,3,,,,,
2911,sucessful,,1,,,,,1,,,,,
6104,such,,,2,1,,,3,,,,,
2912,sufficient,,1,,,,,1,,,,,
2913,suggest,,2,1,,,,3,,,,,
6105,suggesting,,,3,,,,3,,,,,
6893,suggestions,,,,1,,,1,,,,,
2914,suit,,1,7,,,,8,,,,,
2915,suitability,,1,1,,,,2,,,,,
2916,suitable,,3,9,2,,,14,,,,,
510,suitably,1,1,5,,,,7,,,,,
511,suite,1,3,5,,,,9,,,,,
6106,suited,,,1,,,,1,,,,,
6107,suites,,,1,,,,1,,,,,
6108,sum,,,1,,,,1,,,,,
6109,summaries,,,1,,,,1,,,,,
6110,summarise,,,1,1,,,2,,,,,
6111,summarising,,,1,,,,1,,,,,
2917,summarize,,1,,,,,1,,,,,
6112,summary,,,4,1,,,5,,,,,
6113,summaryid,,,1,,,,1,,,,,
6114,summer,,,2,,,,2,,,,,
6115,sunday,,,3,,,,3,,,,,
6116,sunlight,,,1,,,,1,,,,,
6117,sunsets,,,1,,,,1,,,,,
6118,super,,,2,,,,2,,,,,
2918,superb,,1,4,,,,5,,,,,
6966,supervise,,,,,,1,1,,,,,
2919,supervised,,2,6,1,,,9,,1,,1,1
2920,supervision,,2,2,1,,,5,,,,,
6119,supervisory,,,1,,,,1,,,,,
6120,supplemented,,,2,,,,2,,,,,
2921,supplied,,1,1,2,,,4,,,,,
6894,supplier,,,,3,,,3,1,,,,
6121,suppliers,,,1,,,,1,1,,,,
6122,supply,,,7,1,,,8,1,,,,
512,support,2,40,104,30,,,176,,,1,,
6123,supported,,,5,,,,5,,,1,,
513,supporting,1,13,19,4,,,37,,,1,,
2922,supportive,,1,3,1,,,5,,,1,,
2923,supports,,2,9,1,,,12,,,1,,
2924,sure,,1,7,1,,,9,,,,,
6124,surface,,,1,,,,1,,,,,
2925,surfacing,,3,,,,,3,,,,,
6125,surrey,,,1,,,,1,,,,,
6895,surveillance,,,,1,,,1,,,,,
2926,survey,,2,,,,,2,,,,,
6126,surveying,,,1,,,,1,,,,,
2927,surveys,,1,1,,,,2,,,,,
2928,survival,,1,,,,,1,,,,,
6127,sus,,,1,,,,1,,,,,
2929,sustainability,,1,1,,,,2,,,,,
2930,sustainable,,4,2,,,,6,,,,,
6128,svm,,,1,,,,1,,1,,1,1
2931,svod,,1,,,,,1,,,,,
6896,swag,,,,1,,,1,,,,,
2932,swanky,,1,,,,,1,,,,,
2933,sweden,,2,1,,,,3,,,,,
6129,switch,,,1,,,,1,,,,,
6130,switched,,,1,,,,1,,,,,
2934,switching,,1,,,,,1,,,,,
2935,switzerland,,1,1,,,,2,,,,,
2936,sybase,,1,,,,,1,,,,,
6131,syndicate,,,2,,,,2,,,,,
6897,syntax,,,,2,,,2,,,,,
6132,synthesis,,,1,,,,1,,,,,
2937,synthesise,,2,,,,,2,,,,,
2938,synthetic,,1,,,,,1,,,,,
514,system,1,2,7,4,,,14,,,,,
6133,systematic,,,2,1,,,3,,,,,
2939,systematically,,1,,,,,1,,,,,
515,systems,3,15,51,12,,,81,,,,,
2940,t,,5,23,4,,,32,,,,,
2941,table,,2,5,2,,,9,,,,,
2942,tableau,,7,25,3,,,35,,1,,1,
6135,tableau…,,,1,,,,1,,1,,1,
6134,tableauqlik,,,1,,,,1,,1,,1,
6136,tables,,,3,1,,,4,,1,,,
6898,tabulation,,,,1,,,1,,1,,,
2943,tackle,,2,2,,,,4,,,,,
2944,tactical,,1,,3,,,4,,,,,
6137,tag,,,5,,,,5,,,,,
6138,tagged,,,1,,,,1,,,,,
6139,tagging,,,1,,,,1,,,,,
6140,tags,,,1,,,,1,,,,,
6141,tailor,,,1,,,,1,,,,,
2945,tailored,,1,4,1,,,6,,,,,
2946,tailoredbespoke,,1,,,,,1,,,,,
516,tailoring,1,1,2,,,,4,,,,,
517,take,2,9,45,9,,,65,,,,,
2947,takeawaycom,,1,,,,,1,,,,,
6142,taken,,,2,,,,2,,,,,
2948,takeover,,1,,,,,1,,,,,
6143,takes,,,5,,,,5,,,,,
518,taking,1,5,14,3,,,23,,,,,
2949,talent,,4,20,4,,,28,,,,,
2950,talented,,6,26,5,,,37,,,,,
2951,talents,,3,3,,,,6,,,,,
2952,talk,,1,5,,,,6,,,,,
6144,talking,,,1,2,,,3,,,,,
6145,talks,,,3,1,,,4,,,,,
2953,tangible,,4,,,,,4,,,,,
6146,tap,,,2,,,,2,,,,,
6147,tape,,,3,1,,,4,,,,,
6148,taps,,,1,,,,1,,,,,
2954,target,,1,3,,,,4,,,,,
6899,targeted,,,,2,,,2,,,,,
2955,targeting,,1,3,1,,,5,,,,,
2956,targets,,2,4,,,,6,,,,,
6149,tariff,,,1,,,,1,,,,,
519,task,1,1,1,1,,,4,,,,,
2957,tasked,,1,,,,,1,,,,,
520,tasks,1,3,17,3,,,24,,,,,
6150,taste,,,2,,,,2,,,,,
6151,tasting,,,1,,,,1,,,,,
6152,taught,,,1,,,,1,,,,,
2958,tax,,1,5,,,,6,,,,,
2959,tb,,1,,,,,1,,,,,
6153,tcc,,,1,,,,1,,,,,
6154,tcs,,,2,,,,2,,,,,
2960,tdd,,1,,,,,1,,,,,
6155,tea,,,5,,,,5,,,,,
521,teach,1,,3,,,,4,,,,,
2961,teaching,,1,1,,,,2,,,,,
522,team,10,127,251,63,2,3,456,,,,,
6156,teammates,,,1,,,,1,,,,,
6157,teamproduct,,,1,,,,1,,,,,
523,teams,5,35,77,13,,,130,,,,,
524,teamwork,1,,2,,,,3,,,,,
2962,tech,,4,19,2,,,25,,,,,
2963,techcareersldn,,1,,,,,1,,,,,
6158,techenabled,,,1,,,,1,,,,,
525,technical,6,34,77,23,1,,141,,1,,,
6159,technically,,,1,1,,,2,,1,,,
6160,technicalnontechnical,,,1,,,,1,,1,,,
6161,technicalspecialist,,,1,,,,1,,1,,,
6900,technique,,,,1,,,1,,1,,,
526,techniques,3,34,85,19,,,141,,1,,,
6162,techniquesyou,,,1,,,,1,,1,,,
2964,technological,,1,,,,,1,,1,,,
2965,technologically,,1,,,,,1,,1,,,
2966,technologies,,19,38,9,,,66,,1,,,
2967,technologist,,1,,,,,1,,1,,,
2968,technologists,,1,,,,,1,,1,,,
527,technology,2,22,56,12,,1,93,,1,,,
6163,technologythe,,,1,,,,1,,,,,
528,telecommunications,1,,1,,,,2,,,,,
6164,telecoms,,,2,1,,,3,,,,,
6901,telematics,,,,2,,,2,,,,,
6165,telephone,,,3,,,,3,,,,,
2969,television,,2,,,,,2,,,,,
6902,telford,,,,1,,,1,,,,,
6166,tell,,,5,1,,,6,,,,,
6167,tells,,,1,,,,1,,,,,
6168,temp,,,1,,,,1,,,,,
6903,templates,,,,1,,,1,,,,,
6169,temporary,,,5,,,,5,,,,,
2970,ten,,2,,,,,2,,,,,
6170,tenants,,,2,,,,2,,,,,
6171,tendency,,,1,,,,1,,,,,
6172,tennis,,,1,2,,,3,,,,,
2971,tens,,1,1,,,,2,,,,,
6904,tensor,,,,1,,,1,,1,,1,1
2972,tensorflow,,2,13,2,,,17,,1,,1,1
6173,tensorflowkeras,,,2,,,,2,,1,,1,
6174,terabyte,,,1,,,,1,,1,,,
529,term,1,3,7,1,,,12,,,,,
2973,terms,,3,2,4,,,9,,,,,
6905,terrace,,,,1,,,1,,,,,
2974,territories,,1,1,,,,2,,,,,
2975,tesco,,2,,,,,2,,,,,
2976,test,,1,20,1,,,22,,1,,1,1
6906,testability,,,,2,,,2,,1,,,
6175,testable,,,1,,,,1,,1,,1,1
6176,testdriven,,,1,,,,1,,1,,,
6177,tested,,,2,,,,2,,1,,,
2977,testing,,7,18,1,,,26,,1,,,
2978,tests,,4,8,2,,,14,,1,,1,1
6178,tewkesbury,,,4,,,,4,,,,,
2979,text,,3,3,1,,,7,,,,,
6179,textbooks,,,1,,,,1,,,,,
6180,textual,,,1,,,,1,,,,,
6181,thanks,,,3,,,,3,,,,,
2980,that,,1,8,1,,,10,,,,,
2981,thatll,,2,,,,,2,,,,,
6182,thats,,,6,1,,,7,,,,,
530,the,16,50,109,37,,1,213,,,,,
2982,theano,,1,1,,,,2,,,,,
6183,their,,,1,,,,1,,,,,
531,them,1,1,4,2,,,8,,,,,
6907,thematic,,,,1,,,1,,,,,
6184,thembonus,,,1,,,,1,,,,,
6185,then,,,2,1,,,3,,,,,
532,theoretical,1,1,2,1,,,5,,,,,
6186,theories,,,1,,,,1,,,,,
533,theory,1,4,,3,,,8,,,,,
2983,theoryoperations,,2,,,,,2,,,,,
6187,therapeutic,,,1,2,,,3,,,,,
6188,therapy,,,1,,,,1,,,,,
2984,there,,1,7,2,,,10,,,,,
2985,thereafter,,1,,,,,1,,,,,
6189,thereby,,,1,,,,1,,,,,
6190,therefore,,,7,1,,,8,,,,,
6191,theres,,,1,,,,1,,,,,
6192,thereto,,,1,,,,1,,,,,
6193,these,,,1,,,,1,,,,,
2986,they,,4,4,1,,,9,,,,,
6194,theyll,,,1,,,,1,,,,,
6195,theyre,,,1,,,,1,,,,,
2987,theyve,,2,,,,,2,,,,,
2988,thier,,1,,,,,1,,,,,
6196,thing,,,2,2,,,4,,,,,
2989,things,,2,21,4,,,27,,,,,
2990,think,,1,19,,,,20,,,,,
2991,thinker,,2,2,2,,,6,,,,,
2992,thinking,,5,9,4,,,18,,,,,
6197,thinks,,,1,,,,1,,,,,
2993,third,,1,3,1,,,5,,,,,
2994,thirdparty,,2,2,,,,4,,,,,
6198,thirst,,,1,,,,1,,,,,
534,this,2,22,34,8,1,,67,,,,,
2995,thorough,,1,1,,,,2,,,,,
6199,thoroughly,,,1,,,,1,,,,,
6200,those,,,1,,,,1,,,,,
6201,those…,,,1,,,,1,,,,,
6202,though,,,1,,,,1,,,,,
6203,thought,,,2,1,,,3,,,,,
2996,thoughtspot,,1,,,,,1,,,,,
6204,thousand,,,1,,,,1,,,,,
2997,thousands,,1,6,,,,7,,,,,
6205,threats,,,1,,,,1,,,,,
2998,three,,1,5,,,,6,,,,,
6206,thrills,,,1,,,,1,,,,,
2999,thrive,,2,10,2,,,14,,,,,
6207,thriving,,,1,1,,,2,,,,,
6208,through,,,3,,,,3,,,,,
535,throughout,1,2,15,1,,,19,,,,,
6209,throw,,,1,,,,1,,,,,
6210,thrown,,,1,,,,1,,,,,
6211,thursdays,,,1,,,,1,,,,,
6212,thus,,,1,,,,1,,,,,
3000,tick,,1,,,,,1,,,,,
3001,ticket,,1,2,,,,3,,,,,
3002,tickets,,1,,,,,1,,,,,
3003,tier,,1,5,,,,6,,,,,
3004,tight,,2,1,1,,,4,,,,,
6213,tightknit,,,1,,,,1,,,,,
6214,till,,,2,,,,2,,,,,
6908,tills,,,,2,,,2,,,,,
536,time,1,17,45,9,,1,73,,,,,
6215,timedata,,,1,,,,1,,,,,
537,timely,1,2,7,1,,,11,,,,,
3005,times,,5,12,1,,,18,,,,,
6909,timescales,,,,1,,,1,,,,,
6216,timeseries,,,3,,,,3,,1,,1,1
6217,tiny,,,1,,,,1,,,,,
6218,tired,,,1,,,,1,,,,,
3006,title,,1,8,2,,,11,,,,,
3007,titles,,2,2,,,,4,,,,,
3008,to,,16,38,12,,1,67,,,,,
6219,toasts,,,1,,,,1,,,,,
3009,tobacco,,3,,,,,3,,,,,
3010,today,,1,10,6,,,17,,,,,
6220,todays,,,1,,,,1,,,,,
3011,together,,4,17,2,,,23,,,,,
6221,tohmatsu,,,1,,,,1,,,,,
6222,tokbox,,,1,,,,1,,,,,
3012,tokyo,,1,,,,,1,,,,,
3013,tomorrow,,1,1,1,,,3,,,,,
6223,tone,,,1,,,,1,,,,,
3014,too,,1,1,,,,2,,,,,
3015,tool,,1,10,1,,,12,,,,,
3016,tooling,,1,4,,,,5,,,,,
3017,toolkit,,4,2,,,,6,,1,,1,1
6224,toolkits,,,2,,,,2,,1,,1,1
538,tools,2,39,102,23,,,166,,1,,,
6225,toolset,,,2,,,,2,,1,,1,1
6226,toolsets,,,1,,,,1,,1,,1,1
6227,toolsexposure,,,1,,,,1,,,,,
539,top,2,8,16,3,1,,30,,,,,
3018,topic,,1,,,,,1,,,,,
6228,topics,,,1,,1,,2,,,,,
6229,topoftheline,,,1,,,,1,,,,,
6910,topquality,,,,1,,,1,,,,,
3019,torch,,1,1,,,,2,,1,,1,1
6230,toronto,,,1,,,,1,,,,,
3020,total,,1,2,,,,3,,,,,
6231,totally,,,1,,,,1,,,,,
3021,touch,,7,12,3,,,22,,,,,
6232,touche,,,1,,,,1,,,,,
3022,touchnote,,2,,,,,2,,,,,
6233,tough,,,1,,,,1,,,,,
3023,toward,,1,1,,,,2,,,,,
6234,towards,,,6,1,,,7,,,,,
6911,town,,,,1,,,1,,,,,
6912,towns,,,,1,,,1,,,,,
3024,track,,8,17,5,,,30,,,,,
6235,tracker,,,1,,,,1,,,,,
3025,tracking,,3,4,2,,,9,,,,,
540,tractable,1,,3,,,,4,,,,,
3026,trade,,4,3,2,,,9,,,,,
6236,tradeoffs,,,1,,,,1,,,,,
3027,traders,,1,,1,,,2,,,,,
3028,trading,,2,8,12,,,22,,,,,
6237,tradition,,,1,,,,1,,,,,
3029,traditional,,1,7,,,,8,,,,,
6238,traditionally,,,1,,,,1,,,,,
6239,traffic,,,1,,,,1,,,,,
3030,train,,2,7,2,,,11,,,,,
3031,trained,,1,,1,,,2,,,,,
541,training,1,10,37,10,,,58,,,,,
3032,traits,,1,,,,,1,,,,,
6240,trajectory,,,1,,,,1,,,,,
542,transactional,1,2,2,,,,5,1,,,,
6241,transactions,,,1,1,,,2,1,,,,
6242,transcriptomics,,,1,,,,1,,,,,
543,transfer,1,1,4,,,,6,,,,,
6243,transferred,,,2,,,,2,,,,,
6244,transferring,,,1,,,,1,,,,,
3033,transform,,2,9,2,,,13,,,1,,
3034,transformation,,4,8,5,,,17,,,1,,
6245,transformational,,,1,,,,1,,,1,,
6913,transformative,,,,1,,,1,,,,,
3035,transforming,,1,7,3,,,11,,,,,
3036,transforms,,2,1,,,,3,,,,,
6246,transgender,,,3,,,,3,,,,,
3037,transition,,1,2,1,,,4,,,,,
6247,transitioning,,,1,2,,,3,,,,,
3038,translate,,2,10,3,,,15,,,,,
3039,translating,,2,2,,,,4,,,,,
6248,transparency,,,2,,,,2,,,,,
6249,transparent,,,3,1,,,4,,,,,
6250,transparently,,,1,,,,1,,,,,
3040,transport,,4,3,,,,7,,,,,
3041,travel,,7,18,4,,,29,,,,,
3042,treated,,1,1,,,,2,,,,,
3043,treating,,1,,1,,,2,,,,,
6251,treatment,,,2,,,,2,,,,,
3044,trees,,2,2,,,,4,,,,,
6252,treesand,,,1,,,,1,,,,,
6914,tremendous,,,,1,,,1,,,,,
3045,trend,,1,1,,,,2,,,,,
3046,trends,,4,17,4,,,25,,,,,
3047,triad,,1,,,,,1,,,,,
3048,trial,,1,2,1,,,4,,,,,
3049,trials,,4,2,,,,6,,,,,
6253,trickiest,,,1,,,,1,,,,,
544,tricky,1,,,,,,1,,,,,
6254,triggers,,,1,,,,1,,,,,
3050,tripadvisor,,1,,,,,1,,,,,
6255,trips,,,4,,,,4,,,,,
6256,troubleshoot,,,3,,,,3,,1,,,
6257,troubleshooting,,,4,,,,4,,1,,,
3052,truly,,3,3,,,,6,,,,,
3053,trust,,4,9,,,,13,,,,,
6258,trusted,,,5,2,,,7,,,,,
6259,trusting,,,1,,,,1,,,,,
3054,trusts,,1,2,1,,,4,,,,,
6260,trustworthy,,,1,,,,1,,,,,
3055,truth,,1,1,1,,,3,,,,,
6261,truths,,,1,,,,1,,,,,
3056,try,,1,3,,,,4,,,,,
3057,trying,,1,,,,,1,,,,,
3058,tsne,,1,,,,,1,,,,,
3059,ttesting,,1,,,,,1,,,,,
6262,ttests,,,2,,,,2,,,,,
6263,tube,,,1,,,,1,,,,,
6264,tubetrain,,,1,,,,1,,,,,
6265,tuesday,,,3,,,,3,,,,,
6266,tuition,,,1,,,,1,,,,,
6267,tumour,,,1,,,,1,,,,,
6915,tunbridge,,,,1,,,1,,,,,
6268,tune,,,4,3,,,7,,,,,
3060,tuning,,2,,,,,2,,,,,
3061,tunnel,,2,,,,,2,,,,,
3062,turn,,1,4,1,,,6,,,,,
6269,turned,,,2,,,,2,,,,,
3063,turning,,3,4,,,,7,,,,,
6270,turnover,,,1,,,,1,,,,,
3064,tutelage,,1,,,,,1,,,,,
6271,tv,,,3,,,,3,,,,,
3065,tvs,,1,,,,,1,,,,,
6272,tweak,,,1,,,,1,,,,,
6273,twice,,,3,,,,3,,,,,
6274,twin,,,1,,,,1,,,,,
3066,twitter,,4,5,,,,9,,,,,
3067,two,,3,7,3,,,13,,,,,
3068,twosided,,1,,,,,1,,,,,
3069,type,,1,11,,,1,13,,,,,
6916,typed,,,,2,,,2,,,,,
6275,typefull,,,1,,,,1,,,,,
3070,types,,3,6,,,,9,,,,,
3071,typical,,1,1,,,,2,,,,,
6276,typically,,,3,,,,3,,,,,
6277,typing,,,1,,,,1,,,,,
3072,ui,,2,,,,,2,,1,,1,
3073,uk,,32,61,9,2,,104,,,,,
6917,uk039s,,,,1,,,1,,,,,
3074,ukeu,,1,,,,,1,,,,,
6278,ukno,,,1,,,,1,,,,,
6918,ukom,,,,1,,,1,,,,,
6279,uks,,,3,2,,,5,,,,,
6280,uksv,,,1,,,,1,,,,,
6281,ultimate,,,1,,,,1,,,,,
3075,ultimately,,1,4,3,,,8,,,,,
6282,umbrella,,,1,,,,1,,,,,
6283,unable,,,1,,,,1,,,,,
6284,unambiguous,,,1,,,,1,,,,,
6919,unannounced,,,,1,,,1,,,,,
3076,unavailable,,1,,,,,1,,,,,
545,uncertainty,1,1,1,,,,3,,,,,
6285,unconventionally,,,1,,,,1,,,,,
3077,uncover,,2,4,2,,,8,,,,,
6286,uncovering,,,1,,,,1,,,,,
6287,under,,,2,,,,2,,,,,
3078,undergo,,1,1,,,,2,,,,,
3079,undergraduate,,1,1,,,,2,,,,,
3080,underground,,1,,,,,1,,,,,
6288,underlying,,,3,,,,3,,,,,
3081,underneath,,2,,,,,2,,,,,
6289,underpin,,,1,,,,1,,,,,
3082,underpinned,,1,3,,,,4,,,,,
6920,underpinning,,,,1,,,1,,,,,
6290,underrepresented,,,1,,,,1,,,,,
3083,understand,,16,44,13,,,73,,,1,,
6291,understandable,,,3,1,,,4,,,1,,
546,understanding,1,20,70,14,,1,106,,,1,,
3084,understands,,2,2,1,,,5,,,1,,
3085,understood,,1,1,1,,,3,,,,,
3086,undertake,,1,2,1,,,4,,,,,
3087,undertaken,,1,,,,,1,,,,,
6292,undertaking,,,4,1,,,5,,,,,
6293,underway,,,1,,,,1,,,,,
6294,underwriters,,,1,,,,1,,,,,
6295,underwriting,,,4,,,,4,,,,,
6296,undisputed,,,3,,,,3,,,,,
3088,unearth,,2,,,,,2,,,,,
6297,unfairly,,,1,,,,1,,,,,
3089,unformatted,,1,,,,,1,,,,,
6298,unfortunate,,,1,,,,1,,,,,
3090,unfortunately,,1,,1,,,2,,,,,
6299,unicorn,,,1,,,,1,,,,,
6300,unified,,,3,,,,3,,,,,
6301,union,,,1,,,,1,,,,,
3091,unique,,10,21,5,,,36,,,,,
3092,uniquely,,1,1,1,,,3,,,,,
6302,uniqueness,,,1,,,,1,,,,,
